company_name,category,address,city,postal_code,country,phone,email,website,instagram,facebook,tiktok,youtube,linkedin,google_rating,review_count,has_website,website_quality,lead_score,priority,source,scraped_at,maps_url,website_status,website_final_url,website_http_status,website_https,website_title,website_meta_description,website_h1,website_mobile_meta,website_has_phone,website_has_email,website_impressum,website_datenschutz,website_instagram,website_facebook,website_linkedin,website_youtube,website_tiktok,website_ssl_valid,website_load_time_ms,website_contact_form,website_robots_txt,website_sitemap,website_score,potential,ai_reason,score_reasons,sales_argument_1,sales_argument_2,sales_argument_3
expert Espelage,Elektriker,"Brunnenweg 16, 31061 Alfeld (Leine)",Alfeld (Leine),,Deutschland,05181 84030,f.espelage@espelage.de,https://www.expert.de/alfeld,,,,,,3.8,,true,HOCH,24,HOCH,Google Maps,2026-09-15T11:05:53.569998,https://www.google.com/maps/place/expert+Espelage/data=!4m7!3m6!1s0x47bab83a869575d1:0x514ddc87e64ea59f!8m2!3d51.983243!4d9.8250439!16s%2Fg%2F1tjrp251!19sChIJ0XWVhjq4ukcRn6VO5ofcTVE?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.expert.de/alfeld,200,true,Elektromarkt in Ihrer Nähe mit Online-Shop – expert,Finden Sie hier Ihren expert Elektrofachmarkt in Ihrer Nähe und viele Aktionsangebote ✔ günstig im expert Online-Shop. expert – Mit den besten Empfehlungen.,,true,true,true,true,true,true,true,true,true,false,false,2187,true,true,true,85,HOCH,"Die Firma expert Espelage hat eine gute Google-Bewertung und eine hochwertige Website, was auf ein hohes Webdesign-Potenzial hinweist. Die direkte E-Mail-Adresse und die Vorhandensein einer Website sind ebenfalls positive Signalgeber. Der Basisscore von 24/100 deutet auf ein eher mittleres Niveau, aber die Faktenscore-Gründe sprechen für eine höhere Priorität.",Website ist bereits relativ gut. | Direkte E-Mail-Adresse vorhanden.,"Die Firma hat bereits eine funktionierende Website, was einen hohen Bedarf an Webdesign- und -entwicklungsdienstleistungen nahelegt.",Die direkte E-Mail-Adresse ermöglicht einen direkten Kontakt und eine effektive Kommunikation.,"Die gute Google-Bewertung signalisiert ein hohes Vertrauen in die Marke, was durch eine professionelle Webdesignerung noch gesteigert werden könnte."
JHM e. K.,Elektriker,"Auf d. Hackelmasch 1, 31061 Alfeld (Leine)",Alfeld (Leine),,Deutschland,05181 8558447,info@jhm-alfeld.de,https://elektriker-alfeld.de/,,,,,,,,true,HOCH,21,HOCH,Google Maps,2026-09-15T11:06:01.235122,https://www.google.com/maps/place/JHM+e.+K./data=!4m7!3m6!1s0x47bab9494c7895ad:0x88b07eecd1547ea!8m2!3d51.983585!4d9.8163486!16s%2Fg%2F11w_h_tk6b!19sChIJrZV4TEm5ukcR6kcVze4Hiwg?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://elektriker-alfeld.de/,200,true,JHM e. K. – Ihr Elektriker in Alfeld | Elektroinstallationen & mehr,"Seit 2010 bietet Elektriker JHM e. K. in Alfeld und Umgebung professionelle Elektroinstallationen, Altbausanierungen, Neubauprojekte, E-Mobilitätslösungen, Netzwerktechnik, Video- und Sprechanlagen, Beleuchtungskonzepte, VDE-Geräteprüfungen und Photovoltaikanlagen. Kontaktieren Sie uns für individuelle Lösungen!",Top Kompetenz Service Qualität,true,true,false,true,true,false,false,false,false,false,false,260,true,true,true,88,HOCH,Der Lead JHM e. K. aus Alfeld (Leine) hat eine hohe Website-Qualität und eine direkte E-Mail-Adresse ist vorhanden. Der Basisscore liegt bei 21/100.,Website ist bereits relativ gut. | Direkte E-Mail-Adresse vorhanden.,"Der Lead hat eine hohe Website-Qualität und ist bereit, sich online zu präsentieren.",Die direkte E-Mail-Adresse bietet eine schnelle und direkte Möglichkeit zum Kontakt.,"Der hohe Basisscore zeigt, dass die Website nicht schlecht ist und dennoch eine Verbesserungspotential bietet."
WOLF-Service,Elektriker,"Brunker Stieg 2, 31061 Alfeld (Leine)-Limmer",Alfeld (Leine),,Deutschland,05181 85340,info@wolf-service.de,http://www.wolf-service.de/,,,,,,4.6,,true,HOCH,31,HOCH,Google Maps,2026-09-15T11:06:08.653822,https://www.google.com/maps/place/WOLF-Service/data=!4m7!3m6!1s0x47bab9ac98564d77:0xd39662b49c7a834!8m2!3d51.99796!4d9.79925!16s%2Fg%2F1tdgthhn!19sChIJd01WmKy5ukcRNKjHSStmOQ0?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://wolfservice-shop.de/,200,true,Startseite,,IHRE ZUFRIEDENHEIT,true,true,true,true,true,true,true,false,false,false,false,650,true,true,true,88,HOCH,"Der Lead hat eine sehr gute Google-Bewertung von 4,6 und eine hochwertige Website, was ein starkes Zeichen für ein hohes Webdesign-Potenzial ist. Darüber hinaus ist eine direkte E-Mail-Adresse vorhanden, was es dem Vertrieb ermöglicht, schnell und direkt Kontakt aufzunehmen. Außerdem ist die Website bereits relativ gut und die Qualität wird als hoch bewertet.",Website ist bereits relativ gut. | Sehr gute Google-Bewertung. | Direkte E-Mail-Adresse vorhanden.,Konkretes Argument 1: Hohe Google-Bewertung,Konkretes Argument 2: Hochwertige Website,Konkretes Argument 3: Direkte E-Mail-Adresse vorhanden
T&B electronic GmbH,Elektriker,"Industriestraße 3, 31061 Alfeld (Leine)-Limmer",Alfeld (Leine),,Deutschland,05181 909910,sales@tbelectronic.de,http://www.tbelectronic.eu/,,,,,,5.0,,true,HOCH,31,HOCH,Google Maps,2026-09-15T11:06:17.313649,https://www.google.com/maps/place/T%26B+electronic+GmbH/data=!4m7!3m6!1s0x47bab854d6df26ad:0xf492040ae2c3797!8m2!3d51.9953498!4d9.7967133!16s%2Fg%2F12cnwvc88!19sChIJrSbf1lS4ukcRlzcsrkAgSQ8?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://tbelectronic.eu,200,true,Brandschutz Made in Germany - T&B electronic,T&B betreibt Brandschutz mit Leidenschaft und bietet dabei einen excellenten Service. Die Sicherheit Ihrer Anlagen liegt uns am Herzen.,T&B electronic,true,true,false,true,true,true,true,true,true,false,false,1086,true,true,true,92,HOCH,Der Lead zeigt ein hohes Potenzial aufgrund der sehr guten Google-Bewertung und der direkt verwendbaren E-Mail-Adresse. Die Website ist auch bereits sehr gut.,Website ist bereits relativ gut. | Sehr gute Google-Bewertung. | Direkte E-Mail-Adresse vorhanden.,"Der hohe Google-Score (5,0/5,0) spricht für eine sehr zufriedene Kundenbasis.",Die direkte E-Mail-Adresse ermöglicht eine unkomplizierte Kontaktaufnahme.,Die gute Website-Qualität und die Vorhandensein einer Website selbst zeigen ein hohes Maß an digitaler Reife und Investition in das Online-Erscheinungsbild.
HELMS Elektro-Anlagen GmbH & Co. KG,Elektriker,"Weidendamm 34, 30167 Nord",Algermissen,,Deutschland,0511 715242,helms-elektro@t-online.de,https://www.elektro-helms.de/,,,,,,4.4,,true,HOCH,28,HOCH,Google Maps,2026-09-15T11:06:31.763410,https://www.google.com/maps/place/HELMS+Elektro-Anlagen+GmbH+%26+Co.+KG/data=!4m7!3m6!1s0x47b074a0164e28a7:0xc427373ceb0445d1!8m2!3d52.386888!4d9.727783!16s%2Fg%2F1tgn_vsv!19sChIJpyhOFqB0sEcR0UUE6zw3J8Q?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.elektro-helms.de/,200,true,Helms Elektroanlagen | Traditionsbetrieb Helms & Co in Hannover,Bei uns erhalten Sie individuelle Systemlösungen von Elektroanlagen aller Art entsprechend Ihrer Bedürfnisse.,Helms Elektroanlagen,true,true,false,true,true,false,true,false,false,false,false,778,false,true,true,84,HOCH,"Basisscore von 28/100 ist zwar nicht hoch, aber die Website ist sehr gut und die Google Bewertung von 4.4 ist hervorragend. Der Lead hat eine direkte E-Mail-Adresse und eine sehr gute Website, was ein starkes Signal für einen Webdesign-Bedarf ist.",Website ist bereits relativ gut. | Direkte E-Mail-Adresse vorhanden.,"Die Website ist sehr gut und könnte weiter verbessert werden, z.B. durch die Implementierung neuer Webtechnologien.","Die Google Bewertung von 4.4 ist sehr gut und zeigt, dass die Firma auf dem richtigen Weg ist.","Die direkte E-Mail-Adresse ist ein starkes Signal für einen Webdesign-Bedarf, da die Firma offen für neue Ideen und Lösungen ist."
Elektro Witteck,Elektriker,"Am Ring 41, 31191 Algermissen-Lühnde",Algermissen,,Deutschland,05126 803538,info@elektro-witteck.de,http://www.elektro-witteck.de/,,,,,,4.3,,true,MITTEL,41,HOCH,Google Maps,2026-09-15T11:07:00.930159,https://www.google.com/maps/place/Elektro+Witteck/data=!4m7!3m6!1s0x47baa8065bae04dd:0xed7ef776ad8f4d68!8m2!3d52.274534!4d9.9482415!16s%2Fg%2F1tmk7lwz!19sChIJ3QSuWwaoukcRaE2PrXb3fu0?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.elektro-witteck.de/,200,true,Leistungen,,,true,true,false,true,true,false,false,false,false,false,false,14539,false,false,true,56,HOCH,"Der Lead Elektro Witteck hat eine mittelmäßige Website-Qualität (MITTEL), was ein Indikator für potenziellen Bedarf an Verbesserung ist. Die direkte E-Mail-Adresse und die Vorhandensein einer Website deuten darauf hin, dass sie aktiv online präsent sind. Die Google-Bewertung von 4,3 beweist, dass sie in der Region eine gute Reputation haben. ",Website besitzt Verbesserungspotenzial. | Direkte E-Mail-Adresse vorhanden.,Der Bedarf an Verbesserung der Website könnte ein Auslöser für die Suche nach einem Webdesign- und Digitalagentur sein.,"Die direkte E-Mail-Adresse und die Vorhandensein einer Website zeigen, dass sie aktiv online präsent sind.","Die Google-Bewertung von 4,3 beweist, dass sie in der Region eine gute Reputation haben."
Hubertus Knieke Elektroinstallationen,Elektriker,"Grasweg 16, 31191 Algermissen",Algermissen,,Deutschland,05126 96196,,,,,,,,4.0,,false,KEINE WEBSITE,55,HOCH,Google Maps,2026-09-15T11:07:07.808744,https://www.google.com/maps/place/Hubertus+Knieke+Elektroinstallationen/data=!4m7!3m6!1s0x47baa86883b0c087:0xb637b26cf1c18778!8m2!3d52.2504457!4d9.9629601!16s%2Fg%2F1td12cb_!19sChIJh8Cwg2ioukcReIfB8WyyN7Y?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100,HOCH,"Keine eigene Website vorhanden, hoher Google-Rating und niedriger Basisscore.",Keine eigene Website vorhanden.,"Die fehlende Website könnte ein starkes Vertriebssignal sein, da der Kunde möglicherweise nach einer Neuanpassung seiner Online-Präsenz sucht.",Mit einer attraktiven Website könnte die Agentur dem Kunden einen Mehrwert bieten und somit das Vertrauen stärken.,"Ein hoher Google-Rating lässt darauf schließen, dass der Kunde bereits mit der Qualität seiner Leistungen zufrieden ist und möglicherweise nach einer qualitativ hochwertigen Website sucht."
Daniel Schlageter Elektroinstallationen,Elektriker,"Neue Str. 9, 31191 Algermissen",Algermissen,,Deutschland,05126 802737,,,,,,,,3.2,,false,KEINE WEBSITE,51,HOCH,Google Maps,2026-09-15T11:07:15.133366,https://www.google.com/maps/place/Daniel+Schlageter+Elektroinstallationen/data=!4m7!3m6!1s0x47baa869fa3624ff:0x28a343d432fe0e0d!8m2!3d52.2545403!4d9.9681682!16s%2Fg%2F11b6dr1xjx!19sChIJ_yQ2-mmoukcRDQ7-MtRDoyg?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100,HOCH,"Die Firma hat keine eigene Website und eine Google-Bewertung von 3,2. Diese Kombination weist auf einen starken Vertriebssignal hin.",Keine eigene Website vorhanden.,"Die Firma fehlt in der Online-Welt, was ein potenzieller Kunde suchen könnte, um professionelle Webpräsenz zu erstellen.","Die fehlende Website bietet die Möglichkeit, ein umfassendes Angebot zu präsentieren und somit den Bedarf an professionellem Webdesign zu erhöhen.",Mit einer modernen und professionellen Website kann die Firma ihre Reputation in der Online-Welt verbessern und somit ihre Wettbewerbsfähigkeit steigern.
Elektro-Bust GmbH,Elektriker,"Marktstraße 6, 31191 Algermissen",Algermissen,,Deutschland,05126 8291,,,,,,,,4.0,,false,KEINE WEBSITE,55,HOCH,Google Maps,2026-09-15T11:07:22.054719,https://www.google.com/maps/place/Elektro-Bust+GmbH/data=!4m7!3m6!1s0x47baa84277b8c417:0x12ad7c6b9184cf0f!8m2!3d52.2530518!4d9.9684852!16s%2Fg%2F1tdq9pl9!19sChIJF8S4d0KoukcRD8-EkWt8rRI?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100,HOCH,"Keine eigene Website vorhanden, was ein starkes Vertriebssignal darstellt. Bei der Branche ""Elektriker"" ist ein Online-Auftritt oft unerlässlich. Die gute Google-Bewertung könnte auf Bedarf hindeuten.",Keine eigene Website vorhanden.,"Elektriker benötigen oft Webseiten, um ihre Dienstleistungen anzubieten und Kunden anzusprechen.",Eine Website wäre für die Elektro-Bust GmbH ein wichtiger Schritt in der digitalen Transformation.,"Wir könnten der Firma helfen, eine moderne und effektive Online-Präsenz zu erstellen, die ihren Bedürfnissen entspricht."
Elektro Wipprecht,Elektriker,"Wiesenstraße 4, 31177 Harsum-Klein Förste",Algermissen,,Deutschland,0175 2159009,,,,,,,,4.5,,false,KEINE WEBSITE,58,HOCH,Google Maps,2026-09-15T11:07:29.267359,https://www.google.com/maps/place/Elektro+Wipprecht/data=!4m7!3m6!1s0x47baa77f0512dd2d:0x2f086cc040510368!8m2!3d52.2127667!4d9.9217403!16s%2Fg%2F11h4qlr_zz!19sChIJLd0SBX-nukcRaANRQMBsCC8?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100,HOCH,Keine eigene Website vorhanden. Eine fehlende Website ist ein starkes Signal für einen hohen Webdesign-Bedarf. Die sehr gute Google-Bewertung bestätigt die Notwendigkeit einer professionellen Online-Präsentation.,Keine eigene Website vorhanden. | Sehr gute Google-Bewertung.,"Der Firma fehlt eine eigene Website, die ein zentraler Bestandteil der Online-Präsenz ist.",Mit einer professionellen Website kann Elektro Wipprecht seine Marke stärken und Kunden anziehen.,"Wir können Elektro Wipprecht helfen, eine moderne und benutzerfreundliche Website zu erstellen, die seinen Bedarf an derzeitiger Zeit anpasst."
Clemens Maier Elektroinstallation Bettmarer Elektro-Service,Elektriker,"Dinklarer Str. 2, 31174 Schellerten-Bettmar",Algermissen,,Deutschland,05121 888836,info@bes-maier.de,http://www.bes-maier.de/,,,,,,5.0,,true,HOCH,31,HOCH,Google Maps,2026-09-15T11:07:36.296543,https://www.google.com/maps/place/Clemens+Maier+Elektroinstallation+Bettmarer+Elektro-Service/data=!4m7!3m6!1s0x41654e1a32e2aff5:0x1f547bda01d396cb!8m2!3d52.1715874!4d10.040256!16s%2Fg%2F1tdbpzx2!19sChIJ9a_iMhpOZUERy5bTAdp7VB8?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.bes-maier.de/,200,true,Startseite,,"Kleines Team, große Erfahrung: kompetent, innovativ, zuverlässig.",true,true,true,true,true,false,false,false,false,false,false,410,true,true,true,84,HOCH,"Die Firma Clemens Maier Elektroinstallation hat eine sehr gute Google-Bewertung von 5,0 und eine hochwertige Website. Zusätzlich ist eine direkte E-Mail-Adresse vorhanden, was eine gute Kommunikationsmöglichkeit bietet.",Website ist bereits relativ gut. | Sehr gute Google-Bewertung. | Direkte E-Mail-Adresse vorhanden.,"Konkretes Argument 1: Die sehr gute Google-Bewertung von 5,0 spricht für eine hohe Kundenzufriedenheit und somit einen hohen Bedarf an Webdesign-Leistungen.","Konkretes Argument 2: Die hochwertige Website zeigt, dass die Firma an einem professionellen Online-Auftritt interessiert ist und somit könnte ein Webdesign-Update oder -Neuanschlag erfolgversprechend sein.","Konkretes Argument 3: Die direkte E-Mail-Adresse bietet eine gute Kommunikationsmöglichkeit, um den Bedarf an Webdesign-Leistungen direkt anzusprechen und zu klären."
ELNA Elektro - und Nachrichtentechnik GmbH,Elektriker,"Siemensstraße 5, 31180 Giesen",Algermissen,,Deutschland,05066 924090,info@elna-gmbh.de,http://www.elna-gmbh.de/,,,,,,4.4,,true,HOCH,28,HOCH,Google Maps,2026-09-15T11:07:50.377354,https://www.google.com/maps/place/ELNA+Elektro+-+und+Nachrichtentechnik+GmbH/data=!4m7!3m6!1s0x47baaf567ae9b2f3:0x3a1bf50ade6188fc!8m2!3d52.2148422!4d9.8970252!16s%2Fg%2F1tj88jqk!19sChIJ87LpelavukcR_Ihh3gr1Gzo?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://elna-gmbh.de/,200,true,Elektroinstallation & Sicherheitstechnik Hildesheim,"Elektrotechnik in Hildesheim – Ihr Fachbetrieb für Elektroinstallationen & Sicherheitstechnik, sowie SmartHome und Gebäudetechnik.",Elektroinstallation & Sicherheitstechnik Hildesheim,true,true,true,true,true,true,true,false,false,false,false,2992,true,true,true,91,HOCH,"Basisscore von 28/100, hohe Google-Bewertung von 4,4 und sehr gute Website-Qualität sprechen für einen interessanten Lead.",Website ist bereits relativ gut. | Direkte E-Mail-Adresse vorhanden.,"Die hohe Google-Bewertung von 4,4 deutet auf sehr zufriedene Kunden hin, was für Webdesign-Bedarf sprechen könnte.","Die sehr gute Website-Qualität könnte ein Problem darstellen, da die Firma ihre bestehende Website möglicherweise nicht verändern möchte oder will.","Der Basisscore von 28/100 liegt noch nicht über dem Durchschnitt, aber die anderen Faktoren sprechen für einen hohen Potenzial."
Krone,Elektriker,"Neue Str. 3, 31191 Algermissen",Algermissen,,Deutschland,05126 1845,info@krone-algermissen.de,http://www.krone-algermissen.de/,,,,,,4.7,,true,HOCH,31,HOCH,Google Maps,2026-09-15T11:08:02.536530,https://www.google.com/maps/place/Krone/data=!4m7!3m6!1s0x416548c1916e6a41:0x68c663ae21f44251!8m2!3d52.2542587!4d9.9670235!16s%2Fg%2F11b6znzn18!19sChIJQWpukcFIZUERUUL0Ia5jxmg?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.krone-algermissen.de,200,true,"Krone Haustechnik, Start, 31191 Algermissen","Start, Heizung, Sanitär, Solar, Klima, Propangas,  in 31191 Algermissen",Spielend leicht zur neuen Heizung!,true,true,true,true,true,false,true,false,false,false,false,713,false,true,true,88,HOCH,Die Firma Krone hat eine sehr gute Google-Bewertung von 4.7 und eine hohe Website-Qualität. Die direkte E-Mail-Adresse und die Vorhandensein einer Website sind ebenfalls positive Aspekte. Der Basisscore von 31/100 unterstützt diese Einschätzung.,Website ist bereits relativ gut. | Sehr gute Google-Bewertung. | Direkte E-Mail-Adresse vorhanden.,Die sehr gute Google-Bewertung spricht für eine positive Einstellung der Kunden zur Firma.,Die hohe Website-Qualität deutet auf eine professionelle und moderne Webpräsenz hin.,Die direkte E-Mail-Adresse bietet Möglichkeiten zur Kontaktaufnahme und Kommunikation.
Bollinger Elektrotechnik,Elektriker,"Nebenweg 4, 31249 Hohenhameln-Soßmar",Algermissen,,Deutschland,05128 4125,,,,,,,,5.0,,false,KEINE WEBSITE,58,HOCH,Google Maps,2026-09-15T11:08:09.918534,https://www.google.com/maps/place/Bollinger+Elektrotechnik/data=!4m7!3m6!1s0x47baab55baa566fd:0xaad98e6a835f91cd!8m2!3d52.24061!4d10.06554!16s%2Fg%2F11fmrjsm03!19sChIJ_WalulWrukcRzZFfg2qO2ao?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100,HOCH,"Der Lead weist keine eigene Website auf, obwohl er bereits eine sehr gute Google-Bewertung hat. Dies ist ein starker Signal für einen hohen Vertriebsbedarf. Aufgrund der sehr guten Google-Bewertung ist auch eine hohe Bedarfspotenzial gegeben.",Keine eigene Website vorhanden. | Sehr gute Google-Bewertung.,Der fehlende eigene Website ist ein klares Signal für einen hohen Bedarf an Webdesign.,Die sehr gute Google-Bewertung spricht für eine positive Online-Einstellung und möglichen Bedarf an einer modernen Website.,Der Bedarfspotenzial ist mit dem fehlenden eigene Website und sehr guten Google-Bewertung sehr hoch.
Ulrike Rohr GmbH & Co.KG Elektro-Installationen,Elektriker,"Im Johanni 2, 31162 Bad Salzdetfurth",Bad Salzdetfurth,,Deutschland,05060 961010,elektrorohr@t-online.de,https://www.rohr-elektro-installationen.de/,,,,,,5.0,,true,HOCH,31,HOCH,Google Maps,2026-09-15T11:08:30.456157,https://www.google.com/maps/place/Ulrike+Rohr+GmbH+%26+Co.KG+Elektro-Installationen/data=!4m7!3m6!1s0x47bab38b3afb25bb:0x2faaf658b24c15a4!8m2!3d52.0266297!4d10.0010798!16s%2Fg%2F11btlzqw0y!19sChIJuyX7OouzukcRpBVMslj2qi8?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.rohr-elektro-installationen.de/,200,true,Ulrike ROHR GmbH & Co. KG in Bad Salzdetfurth,"Elektriker in Bad Salzdetfurth, Elektrohandwerk, Elektrotechnik, Reparaturservice, Elektrische Installationen, Elektro, Photovoltaik, Elektrische Heizungsanlagen, Beleuchtung, Elektrische-Geräte, Elektro Rohr",Ihr Experte für Elektrotechnik in Bad Salzdetfurth,true,true,true,true,true,false,false,false,false,false,false,319,true,true,true,92,HOCH,Die Ulrike Rohr GmbH & Co.KG Elektro-Installationen hat eine sehr gute Google-Bewertung von 5.0 und eine hohe Website-Qualität. Zudem ist eine direkte E-Mail-Adresse vorhanden. Diese Kombination macht den Lead für den Vertrieb attraktiv.,Website ist bereits relativ gut. | Sehr gute Google-Bewertung. | Direkte E-Mail-Adresse vorhanden.,Die sehr gute Google-Bewertung spricht für eine hohe Kundenzufriedenheit und somit auch für möglichen Bedarf an Webdesign-Dienstleistungen.,Die hohe Website-Qualität könnte auf einen Bedarf an Wartung und Aktualisierung hindeuten.,"Die direkte E-Mail-Adresse bietet eine einfache Möglichkeit, um den Lead direkt anzusprechen und ihn um eine Chance zu bitten."
SAE Steiner Automation und Elektrotechnik,Elektriker,"Teccenter 1, 31162 Bad Salzdetfurth",Bad Salzdetfurth,,Deutschland,05063 7994071,sae-steiner@t-online.de,http://www.sae-steiner.de/,,,,,,5.0,,true,HOCH,31,HOCH,Google Maps,2026-09-15T11:08:39.756677,https://www.google.com/maps/place/SAE+Steiner+Automation+und+Elektrotechnik/data=!4m7!3m6!1s0x47bab3226372d2ff:0xa969868c6b410ef6!8m2!3d52.0461919!4d10.0031563!16s%2Fg%2F11v9ptp3gx!19sChIJ_9JyYyKzukcR9g5Ba4yGaak?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://sae-steiner.de/,200,true,Steiner Automation und Elektrotechnik,,Start,true,true,true,true,true,false,false,false,true,false,false,1756,true,true,true,83,HOCH,"Hohe Google-Bewertung, gute Website-Qualität und direkte E-Mail-Adresse.",Website ist bereits relativ gut. | Sehr gute Google-Bewertung. | Direkte E-Mail-Adresse vorhanden.,"Die hohe Google-Bewertung von 5,0 deutet auf eine sehr zufriedenstellende Kundenbeziehung hin.","Die Website-Qualität ist hoch, was darauf schließen lässt, dass die Firma Wert auf professionelles Erscheinungsbild legt.",Die direkte E-Mail-Adresse bietet eine einfache Möglichkeit für einen Kontaktaufbau und -ablauf.
WesSche Elektrotechnik GmbH,Elektriker,"Oberstraße 9, 31162 Bad Salzdetfurth",Bad Salzdetfurth,,Deutschland,05063 7719824,,,,,,,,2.0,,false,KEINE WEBSITE,51,HOCH,Google Maps,2026-09-15T11:08:47.400866,https://www.google.com/maps/place/WesSche+Elektrotechnik+GmbH/data=!4m7!3m6!1s0x47bab3690d5d5965:0x873d7ffb8c6f960d!8m2!3d52.0610658!4d10.0068288!16s%2Fg%2F11krxbwwcj!19sChIJZVldDWmzukcRDZZvjPt_PYc?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100,HOCH,"Keine eigene Website vorhanden, niedrige Google-Bewertung und niedriger Basisscore von 51/100.",Keine eigene Website vorhanden.,Der Lead zeigt deutliche Anzeichen eines Webdesign-Bedarfs.,"Eine fehlende Website ist ein starkes Vertriebssignal, welches eine schnelle Kontaktaufnahme mit dem Kunden ermöglicht.",Mit einer modernen Website könnte die Firma WesSche Elektrotechnik GmbH ihre Online-Presenz verbessern und ihre Kundenbindung stärken.
PV Elektrotechnik,Elektriker,"Ringstraße 15B, 31162 Bad Salzdetfurth",Bad Salzdetfurth,,Deutschland,01512 9401829,info@pv-elektrik.de,https://www.pv-elektrik.de/,,,,,,,,true,MITTEL,34,HOCH,Google Maps,2026-09-15T11:08:55.066689,https://www.google.com/maps/place/PV+Elektrotechnik/data=!4m7!3m6!1s0xa8ad9f879c7e4e1b:0x47f0c7935e5d600c!8m2!3d52.1150706!4d10.0289141!16s%2Fg%2F11z8lv63g_!19sChIJG05-nIefragRDGBdXpPH8Ec?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://pv-elektrik.de,200,true,PV Elektrik - Professionelle Elektroinstallationen,Holen Sie sich zuverlässige Elektroinstallationen und Solarenergie-Lösungen von PV Elektrik.,Geschäftszeiten,true,false,false,true,true,false,false,false,false,false,false,865,false,true,true,74,HOCH,"Das Unternehmen PV Elektrotechnik besitzt eine Website, aber diese hat nur einen Basisscore von 34/100 und wird als qualitativ mittelmäßig eingestuft. Zudem ist eine direkte E-Mail-Adresse vorhanden.",Website besitzt Verbesserungspotenzial. | Direkte E-Mail-Adresse vorhanden.,Konkretes Argument 1: Direkte E-Mail-Adresse ermöglicht direkten Kontakt.,"Konkretes Argument 2: Website existiert, aber bietet Verbesserungspotenzial.",Konkretes Argument 3: Als Elektriker-Unternehmen könnte PV Elektrotechnik an unserer Webdesign- und Digitalagentur interessiert sein.
