company_name,category,address,city,postal_code,country,phone,email,website,instagram,facebook,tiktok,youtube,linkedin,google_rating,review_count,has_website,website_quality,lead_score,priority,source,scraped_at,maps_url,website_status,website_final_url,website_http_status,website_https,website_title,website_meta_description,website_h1,website_mobile_meta,website_has_phone,website_has_email,website_impressum,website_datenschutz,website_instagram,website_facebook,website_linkedin,website_youtube,website_tiktok,website_ssl_valid,website_load_time_ms,website_contact_form,website_robots_txt,website_sitemap,website_score
T&B electronic GmbH,Elektriker,"Industriestraße 3, 31061 Alfeld (Leine)-Limmer",Alfeld (Leine),,Deutschland,05181 909910,sales@tbelectronic.de,http://www.tbelectronic.eu/,,,,,,5.0,,true,HOCH,,,Google Maps,2026-09-15T11:06:17.313649,https://www.google.com/maps/place/T%26B+electronic+GmbH/data=!4m7!3m6!1s0x47bab854d6df26ad:0xf492040ae2c3797!8m2!3d51.9953498!4d9.7967133!16s%2Fg%2F12cnwvc88!19sChIJrSbf1lS4ukcRlzcsrkAgSQ8?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://tbelectronic.eu,200,true,Brandschutz Made in Germany - T&B electronic,T&B betreibt Brandschutz mit Leidenschaft und bietet dabei einen excellenten Service. Die Sicherheit Ihrer Anlagen liegt uns am Herzen.,T&B electronic,true,true,false,true,true,true,true,true,true,false,false,1086,true,true,true,92
HELMS Elektro-Anlagen GmbH & Co. KG,Elektriker,"Weidendamm 34, 30167 Nord",Algermissen,,Deutschland,0511 715242,helms-elektro@t-online.de,https://www.elektro-helms.de/,,,,,,4.4,,true,HOCH,,,Google Maps,2026-09-15T11:06:31.763410,https://www.google.com/maps/place/HELMS+Elektro-Anlagen+GmbH+%26+Co.+KG/data=!4m7!3m6!1s0x47b074a0164e28a7:0xc427373ceb0445d1!8m2!3d52.386888!4d9.727783!16s%2Fg%2F1tgn_vsv!19sChIJpyhOFqB0sEcR0UUE6zw3J8Q?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.elektro-helms.de/,200,true,Helms Elektroanlagen | Traditionsbetrieb Helms & Co in Hannover,Bei uns erhalten Sie individuelle Systemlösungen von Elektroanlagen aller Art entsprechend Ihrer Bedürfnisse.,Helms Elektroanlagen,true,true,false,true,true,false,true,false,false,false,false,778,false,true,true,84
Elektro Witteck,Elektriker,"Am Ring 41, 31191 Algermissen-Lühnde",Algermissen,,Deutschland,05126 803538,info@elektro-witteck.de,http://www.elektro-witteck.de/,,,,,,4.3,,true,MITTEL,,,Google Maps,2026-09-15T11:07:00.930159,https://www.google.com/maps/place/Elektro+Witteck/data=!4m7!3m6!1s0x47baa8065bae04dd:0xed7ef776ad8f4d68!8m2!3d52.274534!4d9.9482415!16s%2Fg%2F1tmk7lwz!19sChIJ3QSuWwaoukcRaE2PrXb3fu0?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.elektro-witteck.de/,200,true,Leistungen,,,true,true,false,true,true,false,false,false,false,false,false,14539,false,false,true,56
Hubertus Knieke Elektroinstallationen,Elektriker,"Grasweg 16, 31191 Algermissen",Algermissen,,Deutschland,05126 96196,,,,,,,,4.0,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:07:07.808744,https://www.google.com/maps/place/Hubertus+Knieke+Elektroinstallationen/data=!4m7!3m6!1s0x47baa86883b0c087:0xb637b26cf1c18778!8m2!3d52.2504457!4d9.9629601!16s%2Fg%2F1td12cb_!19sChIJh8Cwg2ioukcReIfB8WyyN7Y?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Daniel Schlageter Elektroinstallationen,Elektriker,"Neue Str. 9, 31191 Algermissen",Algermissen,,Deutschland,05126 802737,,,,,,,,3.2,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:07:15.133366,https://www.google.com/maps/place/Daniel+Schlageter+Elektroinstallationen/data=!4m7!3m6!1s0x47baa869fa3624ff:0x28a343d432fe0e0d!8m2!3d52.2545403!4d9.9681682!16s%2Fg%2F11b6dr1xjx!19sChIJ_yQ2-mmoukcRDQ7-MtRDoyg?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Elektro-Bust GmbH,Elektriker,"Marktstraße 6, 31191 Algermissen",Algermissen,,Deutschland,05126 8291,,,,,,,,4.0,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:07:22.054719,https://www.google.com/maps/place/Elektro-Bust+GmbH/data=!4m7!3m6!1s0x47baa84277b8c417:0x12ad7c6b9184cf0f!8m2!3d52.2530518!4d9.9684852!16s%2Fg%2F1tdq9pl9!19sChIJF8S4d0KoukcRD8-EkWt8rRI?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Elektro Wipprecht,Elektriker,"Wiesenstraße 4, 31177 Harsum-Klein Förste",Algermissen,,Deutschland,0175 2159009,,,,,,,,4.5,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:07:29.267359,https://www.google.com/maps/place/Elektro+Wipprecht/data=!4m7!3m6!1s0x47baa77f0512dd2d:0x2f086cc040510368!8m2!3d52.2127667!4d9.9217403!16s%2Fg%2F11h4qlr_zz!19sChIJLd0SBX-nukcRaANRQMBsCC8?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Clemens Maier Elektroinstallation Bettmarer Elektro-Service,Elektriker,"Dinklarer Str. 2, 31174 Schellerten-Bettmar",Algermissen,,Deutschland,05121 888836,info@bes-maier.de,http://www.bes-maier.de/,,,,,,5.0,,true,HOCH,,,Google Maps,2026-09-15T11:07:36.296543,https://www.google.com/maps/place/Clemens+Maier+Elektroinstallation+Bettmarer+Elektro-Service/data=!4m7!3m6!1s0x41654e1a32e2aff5:0x1f547bda01d396cb!8m2!3d52.1715874!4d10.040256!16s%2Fg%2F1tdbpzx2!19sChIJ9a_iMhpOZUERy5bTAdp7VB8?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.bes-maier.de/,200,true,Startseite,,"Kleines Team, große Erfahrung: kompetent, innovativ, zuverlässig.",true,true,true,true,true,false,false,false,false,false,false,410,true,true,true,84
ELNA Elektro - und Nachrichtentechnik GmbH,Elektriker,"Siemensstraße 5, 31180 Giesen",Algermissen,,Deutschland,05066 924090,info@elna-gmbh.de,http://www.elna-gmbh.de/,,,,,,4.4,,true,HOCH,,,Google Maps,2026-09-15T11:07:50.377354,https://www.google.com/maps/place/ELNA+Elektro+-+und+Nachrichtentechnik+GmbH/data=!4m7!3m6!1s0x47baaf567ae9b2f3:0x3a1bf50ade6188fc!8m2!3d52.2148422!4d9.8970252!16s%2Fg%2F1tj88jqk!19sChIJ87LpelavukcR_Ihh3gr1Gzo?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://elna-gmbh.de/,200,true,Elektroinstallation & Sicherheitstechnik Hildesheim,"Elektrotechnik in Hildesheim – Ihr Fachbetrieb für Elektroinstallationen & Sicherheitstechnik, sowie SmartHome und Gebäudetechnik.",Elektroinstallation & Sicherheitstechnik Hildesheim,true,true,true,true,true,true,true,false,false,false,false,2992,true,true,true,91
Krone,Elektriker,"Neue Str. 3, 31191 Algermissen",Algermissen,,Deutschland,05126 1845,info@krone-algermissen.de,http://www.krone-algermissen.de/,,,,,,4.7,,true,HOCH,,,Google Maps,2026-09-15T11:08:02.536530,https://www.google.com/maps/place/Krone/data=!4m7!3m6!1s0x416548c1916e6a41:0x68c663ae21f44251!8m2!3d52.2542587!4d9.9670235!16s%2Fg%2F11b6znzn18!19sChIJQWpukcFIZUERUUL0Ia5jxmg?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.krone-algermissen.de,200,true,"Krone Haustechnik, Start, 31191 Algermissen","Start, Heizung, Sanitär, Solar, Klima, Propangas,  in 31191 Algermissen",Spielend leicht zur neuen Heizung!,true,true,true,true,true,false,true,false,false,false,false,713,false,true,true,88
Bollinger Elektrotechnik,Elektriker,"Nebenweg 4, 31249 Hohenhameln-Soßmar",Algermissen,,Deutschland,05128 4125,,,,,,,,5.0,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:08:09.918534,https://www.google.com/maps/place/Bollinger+Elektrotechnik/data=!4m7!3m6!1s0x47baab55baa566fd:0xaad98e6a835f91cd!8m2!3d52.24061!4d10.06554!16s%2Fg%2F11fmrjsm03!19sChIJ_WalulWrukcRzZFfg2qO2ao?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Ulrike Rohr GmbH & Co.KG Elektro-Installationen,Elektriker,"Im Johanni 2, 31162 Bad Salzdetfurth",Bad Salzdetfurth,,Deutschland,05060 961010,elektrorohr@t-online.de,https://www.rohr-elektro-installationen.de/,,,,,,5.0,,true,HOCH,,,Google Maps,2026-09-15T11:08:30.456157,https://www.google.com/maps/place/Ulrike+Rohr+GmbH+%26+Co.KG+Elektro-Installationen/data=!4m7!3m6!1s0x47bab38b3afb25bb:0x2faaf658b24c15a4!8m2!3d52.0266297!4d10.0010798!16s%2Fg%2F11btlzqw0y!19sChIJuyX7OouzukcRpBVMslj2qi8?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.rohr-elektro-installationen.de/,200,true,Ulrike ROHR GmbH & Co. KG in Bad Salzdetfurth,"Elektriker in Bad Salzdetfurth, Elektrohandwerk, Elektrotechnik, Reparaturservice, Elektrische Installationen, Elektro, Photovoltaik, Elektrische Heizungsanlagen, Beleuchtung, Elektrische-Geräte, Elektro Rohr",Ihr Experte für Elektrotechnik in Bad Salzdetfurth,true,true,true,true,true,false,false,false,false,false,false,319,true,true,true,92
SAE Steiner Automation und Elektrotechnik,Elektriker,"Teccenter 1, 31162 Bad Salzdetfurth",Bad Salzdetfurth,,Deutschland,05063 7994071,sae-steiner@t-online.de,http://www.sae-steiner.de/,,,,,,5.0,,true,HOCH,,,Google Maps,2026-09-15T11:08:39.756677,https://www.google.com/maps/place/SAE+Steiner+Automation+und+Elektrotechnik/data=!4m7!3m6!1s0x47bab3226372d2ff:0xa969868c6b410ef6!8m2!3d52.0461919!4d10.0031563!16s%2Fg%2F11v9ptp3gx!19sChIJ_9JyYyKzukcR9g5Ba4yGaak?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://sae-steiner.de/,200,true,Steiner Automation und Elektrotechnik,,Start,true,true,true,true,true,false,false,false,true,false,false,1756,true,true,true,83
WesSche Elektrotechnik GmbH,Elektriker,"Oberstraße 9, 31162 Bad Salzdetfurth",Bad Salzdetfurth,,Deutschland,05063 7719824,,,,,,,,2.0,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:08:47.400866,https://www.google.com/maps/place/WesSche+Elektrotechnik+GmbH/data=!4m7!3m6!1s0x47bab3690d5d5965:0x873d7ffb8c6f960d!8m2!3d52.0610658!4d10.0068288!16s%2Fg%2F11krxbwwcj!19sChIJZVldDWmzukcRDZZvjPt_PYc?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
PV Elektrotechnik,Elektriker,"Ringstraße 15B, 31162 Bad Salzdetfurth",Bad Salzdetfurth,,Deutschland,01512 9401829,info@pv-elektrik.de,https://www.pv-elektrik.de/,,,,,,,,true,MITTEL,,,Google Maps,2026-09-15T11:08:55.066689,https://www.google.com/maps/place/PV+Elektrotechnik/data=!4m7!3m6!1s0xa8ad9f879c7e4e1b:0x47f0c7935e5d600c!8m2!3d52.1150706!4d10.0289141!16s%2Fg%2F11z8lv63g_!19sChIJG05-nIefragRDGBdXpPH8Ec?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://pv-elektrik.de,200,true,PV Elektrik - Professionelle Elektroinstallationen,Holen Sie sich zuverlässige Elektroinstallationen und Solarenergie-Lösungen von PV Elektrik.,Geschäftszeiten,true,false,false,true,true,false,false,false,false,false,false,865,false,true,true,74
RR.mein.elektromeister Bad Salzdetfurth,Elektriker,"Erlenweg 11, 31162 Bad Salzdetfurth",Bad Salzdetfurth,,Deutschland,0511 6478168,info@rr-photovoltaik.de,http://rr-mein-elektromeister.de/,,,,,,,,true,HOCH,,,Google Maps,2026-09-15T11:09:01.800892,https://www.google.com/maps/place/RR.mein.elektromeister+Bad+Salzdetfurth/data=!4m7!3m6!1s0x47bab3af5f6dd763:0xb093587d0f114623!8m2!3d52.0666129!4d10.0253127!16s%2Fg%2F11tdw49bx6!19sChIJY9dtX6-zukcRI0YRD31Yk7A?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://rr-mein-elektromeister.de/,200,true,RR-Photovoltaik.de - Photovoltaik-Anlage in Hannover | RR-Photovoltaik,"Wir beraten, planen, installieren und inbetriebnehmen Ihre Photovoltaik-Anlage. Bei RR Photovoltaik wir Photovoltaik-Anlagen auf höchstem Standard, zu einem fairen Preis und in einem vernünftigem Zeitrahmen in Hannover und Bad Salzdetfurth.","Entdecken Sie, was unsere Kunden zu sagen haben.",true,true,false,true,true,true,true,false,false,false,false,271,true,true,true,92
HI-Elektro - Elektriker in Hildesheim,Elektriker,"Wilhelm-Busch-Straße 3, 31199 Diekholzen",Bad Salzdetfurth,,Deutschland,0176 84180803,info@hi-elektro.de,https://hi-elektro.de/,,,,,,5.0,,true,HOCH,,,Google Maps,2026-09-15T11:09:09.154085,https://www.google.com/maps/place/HI-Elektro+-+Elektriker+in+Hildesheim/data=!4m7!3m6!1s0x47baaf9c3682cfd3:0xf287fbbdf4104991!8m2!3d52.1121497!4d9.952943!16s%2Fg%2F11lnhly3y4!19sChIJ08-CNpyvukcRkUkQ9L37h_I?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://hi-elektro.de/,200,true,Hildesheim Elektro (HI Elektro) - Elektriker in Hildesheim,"Suchen Sie einen Elektriker in Hildesheim? Hi Elektro bietet professionelle Elektroinstallationen, Reparaturen und Notdienst in Hildesheim.",Willkommen bei Hi-Elektro - Ihr Elektriker in Hildesheim,true,true,true,true,true,false,true,false,false,false,false,151,true,true,true,96
Bürger Elektrotechnik,Elektriker,"Schubertweg 4a, 31199 Diekholzen",Bad Salzdetfurth,,Deutschland,0177 4904364,,http://buerger-elektrotechnik.de/,,,,,,5.0,,true,,,,Google Maps,2026-09-15T11:09:17.411220,https://www.google.com/maps/place/B%C3%BCrger+Elektrotechnik/data=!4m7!3m6!1s0xf8eded8a4beb269:0x17a6f67dda8b0d18!8m2!3d52.1000457!4d9.9604105!16s%2Fg%2F11z1zszbvc!19sChIJabK-pNjejg8RGA2L2n32phc?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,NICHT ERREICHBAR,,,,,,,,,,,,,,,,,,,,,,
Lothar Sander Elektro GmbH,Elektriker,"Stadtweg 15, 31199 Diekholzen-Egenstedt",Bad Salzdetfurth,,Deutschland,05064 85555,-nsdafrn@lkorect.eoemoi,http://www.sander-elektro.com/,,,,,,5.0,,true,HOCH,,,Google Maps,2026-09-15T11:09:24.522436,https://www.google.com/maps/place/Lothar+Sander+Elektro+GmbH/data=!4m7!3m6!1s0x47bab2782a18f899:0x40d17401ae78998d!8m2!3d52.1015619!4d9.9913523!16s%2Fg%2F11fxvnry08!19sChIJmfgYKniyukcRjZl4rgF00UA?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.sander-elektro.com/,200,true,"Elektriker, Elektroinstallation | Elektro Sander, Diekholzen","Elektro Sander – Ihre Elektriker aus Diekholzen-Egenstedt für die Elektroinstallation, moderne Elektrotechnik, effiziente Anlagen zur Nutzung erneuerbarer Energien und vieles mehr.",Ihr Elektriker aus Diekholzen-Egenstedt.,true,true,true,true,true,false,false,false,false,false,false,920,true,true,true,92
Tv-Elektro-Center Salay,Elektriker,"Salzpfännerstraße 19, 31162 Bad Salzdetfurth",Bad Salzdetfurth,,Deutschland,,,,,,,,,,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:09:30.807335,https://www.google.com/maps/place/Tv-Elektro-Center+Salay/data=!4m7!3m6!1s0x47bab3cb5c1308b3:0x95e3744395753782!8m2!3d52.0629492!4d10.0081208!16s%2Fg%2F11gg675xhf!19sChIJswgTXMuzukcRgjd1lUN045U?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Marc Bertheloot Elektrotechnik | Bockenem,Elektriker,"Parkstraße 23, 31167 Bockenem-Volkersheim",Bockenem,,Deutschland,0170 5113799,,http://www.marcbertheloot-elektrotechnik.de/,,,,,,4.5,,true,,,,Google Maps,2026-09-15T11:09:50.305450,https://www.google.com/maps/place/Marc+Bertheloot+Elektrotechnik+%7C+Bockenem/data=!4m7!3m6!1s0x47a54d51f2a496d9:0xdaca1249e9d7be9d!8m2!3d52.0149629!4d10.1490973!16s%2Fg%2F11fthf8p62!19sChIJ2Zak8lFNpUcRnb7X6UkSyto?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,NICHT ERREICHBAR,,,,,,,,,,,,,,,,,,,,,,
Hansjörg Tegtmeyer Elektroinstallationen,Elektriker,"Lange Burgstraße 12, 31167 Bockenem",Bockenem,,Deutschland,05067 69550,,,,,,,,4.8,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:09:57.277651,https://www.google.com/maps/place/Hansj%C3%B6rg+Tegtmeyer+Elektroinstallationen/data=!4m7!3m6!1s0x47a54b7d9052ef55:0xa8cd8f41d2b0ec99!8m2!3d52.00993!4d10.13005!16s%2Fg%2F1tfsrxf1!19sChIJVe9SkH1LpUcRmeyw0kGPzag?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Ahrenhold Manfred Elektro GmbH,Elektriker,"Am Alten Friedhof 7, 31167 Bockenem",Bockenem,,Deutschland,05067 6063,,,,,,,,,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:10:04.779120,https://www.google.com/maps/place/Ahrenhold+Manfred+Elektro+GmbH/data=!4m7!3m6!1s0x47a54c82021a3467:0xb8aadc0d0714feef!8m2!3d52.01085!4d10.13252!16s%2Fg%2F1tk9psm4!19sChIJZzQaAoJMpUcR7_4UBw3cqrg?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Elektro-Meister Gerhard Hegel,Elektriker,"Alfelder Str. 13, 31199 Diekholzen",Diekholzen,,Deutschland,05121 261349,,,,,,,,4.2,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:10:20.164265,https://www.google.com/maps/place/Elektro-Meister+Gerhard+Hegel/data=!4m7!3m6!1s0x4165538beb948a25:0x33671ff04610dc4e!8m2!3d52.09553!4d9.9181399!16s%2Fg%2F1tfsr_bl!19sChIJJYqU64tTZUERTtwQRvAfZzM?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
C. Schöfer Elektrotechnik GmbH,Elektriker,"Am Brink 24, 31199 Diekholzen-Barienrode",Diekholzen,,Deutschland,05121 267777,,,,,,,,,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:10:27.457440,https://www.google.com/maps/place/C.+Sch%C3%B6fer+Elektrotechnik+GmbH/data=!4m7!3m6!1s0x47bab1d66dcb73df:0x3fd08378c78b285!8m2!3d52.109825!4d9.9536494!16s%2Fg%2F1v4ps2v3!19sChIJ33PLbdaxukcRhbJ4jDcI_QM?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Wolfgang Pohl,Elektriker,"St.-Georg-Ring 14, 31199 Diekholzen",Diekholzen,,Deutschland,05121 264780,,,,,,,,1.0,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:10:34.833693,https://www.google.com/maps/place/Wolfgang+Pohl/data=!4m7!3m6!1s0x47bab00c80a527b7:0x12bcb57085a349e8!8m2!3d52.098016!4d9.891042!16s%2Fg%2F1hhj337s_!19sChIJtyelgAywukcR6EmjhXC1vBI?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Elektro Kretzer GmbH,Elektriker,"Klagesberg 10, 31199 Diekholzen-Barienrode",Diekholzen,,Deutschland,05121 263062,,,,,,,,,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:10:42.077683,https://www.google.com/maps/place/Elektro+Kretzer+GmbH/data=!4m7!3m6!1s0x47bab1d643f94671:0xa1a58b5d08054a6f!8m2!3d52.1097!4d9.95472!16s%2Fg%2F1td9cwcc!19sChIJcUb5Q9axukcRb0oFCF2LpaE?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Souza Elektrotechnik,Elektriker,"Trockener Kamp 54, 31139 Hildesheim",Diekholzen,,Deutschland,0171 8413790,info@souza.de,https://www.souza.de/,,,,,,5.0,,true,HOCH,,,Google Maps,2026-09-15T11:10:49.349209,https://www.google.com/maps/place/Souza+Elektrotechnik/data=!4m7!3m6!1s0x47baafc64bb5e93d:0x3925dc4189845630!8m2!3d52.1300388!4d9.9084417!16s%2Fg%2F11vhtmg7l5!19sChIJPem1S8avukcRMFaEiUHcJTk?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://souza.de/,200,true,Elektriker in Hildesheim | Souza Elektrotechnik,"Elektriker in Hildesheim: Elektroinstallation, Smarthome, PV & Wallbox. Souza Elektrotechnik – faire Preise, Termin in wenigen Tagen.",Elektriker in Hildesheim,true,true,true,true,true,true,false,false,false,false,false,775,true,true,true,96
Industrieautomation Hildesheim GmbH,Elektriker,"Amalie-Sieveking-Straße 48, 31141 Hildesheim",Diekholzen,,Deutschland,05121 6753585,info@industrieautomation-hildesheim.de,http://www.industrieautomation-hildesheim.de/,,,,,,5.0,,true,MITTEL,,,Google Maps,2026-09-15T11:10:56.798531,https://www.google.com/maps/place/Industrieautomation+Hildesheim+GmbH/data=!4m7!3m6!1s0x47baaf0dafc8b7ef:0x5f64c29d667c9068!8m2!3d52.1238403!4d9.9850442!16s%2Fg%2F11vdlbj6p5!19sChIJ77fIrw2vukcRaJB8Zp3CZF8?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.industrieautomation-hildesheim.de/,200,true,Start | Industrieautomation,,,true,true,true,false,true,false,false,false,false,false,false,433,true,true,true,72
Elektro Wasmer,Elektriker,"Bergsteinweg 33, 31137 Hildesheim",Diekholzen,,Deutschland,05121 52023,info@elektro-wasmer.de,http://www.elektro-wasmer.de/,,,,,,4.7,,true,MITTEL,,,Google Maps,2026-09-15T11:11:03.762871,https://www.google.com/maps/place/Elektro+Wasmer/data=!4m7!3m6!1s0x47baafa267d7e1a9:0xd0771ae2a027ab9d!8m2!3d52.1487205!4d9.9322633!16s%2Fg%2F1tgw9026!19sChIJqeHXZ6KvukcRnasnoOIad9A?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.elektro-wasmer.de/,200,true,Elektro Wasmer,"Elektromeister Rolf Wasmer - wir sorgen dafÃ¼r, dass Ihre WÃ¼nsche auf eine moderne Elektroinstallation in ErfÃ¼llung gehen.",,true,true,false,true,true,false,false,false,false,false,false,230,false,false,false,70
ElektroMani,Elektriker,"Trockener Kamp 23, 31139 Hildesheim",Diekholzen,,Deutschland,0176 21951171,,,,,,,,5.0,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:11:10.105915,https://www.google.com/maps/place/ElektroMani/data=!4m7!3m6!1s0x47baaf118f7c7a79:0xc5e596e51012c55c!8m2!3d52.1280612!4d9.9055683!16s%2Fg%2F11xtzdf0x4!19sChIJeXp8jxGvukcRXMUSEOWW5cU?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
MKD-Elektro GbR,Elektriker,"Hauptstraße 30, 31079 Sibbesse",Diekholzen,,Deutschland,05065 9250,info@mkd-elektro.de,http://www.mkd-elektro.de/,,,,,,4.8,,true,HOCH,,,Google Maps,2026-09-15T11:11:21.256071,https://www.google.com/maps/place/MKD-Elektro+GbR/data=!4m7!3m6!1s0x47bab0ebcbc16c39:0x7aefc11e923ef740!8m2!3d52.0542868!4d9.9021317!16s%2Fg%2F1tgvcr5f!19sChIJOWzBy-uwukcRQPc-kh7B73o?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.mkd-elektro.de/,200,true,Elektro Elektrogeräte | Sibbesse | MKD-Elektro,"Ihre Elektriker für Elektroinstallation, Elektrotechnik, Elektrogeräte und vielem mehr aus Sibbesse nahe Hildesheim - MKD-Elektro  - Jetzt hier informieren.",MKD-Elektro  aus Sibbesse,true,true,false,true,true,false,false,false,false,false,false,878,true,true,true,88
Elektrobetrieb IvanSucic,Elektriker,"An d. Bahn 26, 31079 Sibbesse",Diekholzen,,Deutschland,01522 8831715,,,,,,,,4.7,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:11:28.816891,https://www.google.com/maps/place/Elektrobetrieb+IvanSucic/data=!4m7!3m6!1s0x47bab1c8d58c41c7:0xd7dd18b8332b47e2!8m2!3d52.0660945!4d9.8799085!16s%2Fg%2F11p_4jvlbb!19sChIJx0GM1cixukcR4kcrM7gY3dc?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
